system_size,time,n,mean,plus_sd,minus_sd
large,7.417083110781269,806,NA,NA,NA
large,7.417808056467725,805,NA,NA,NA
large,7.42204694773315,806,NA,NA,NA
large,7.424291514910687,805,NA,NA,NA
large,7.432641516727211,806,NA,NA,NA
large,7.43580733396053,805,NA,NA,NA
large,7.43598344067154,806,NA,NA,NA
large,7.436703682963131,807,NA,NA,NA
large,7.4458073847177095,806,NA,NA,NA
large,7.446876561563686,807,NA,NA,NA
large,7.449995187113408,806,NA,NA,NA
large,7.450696495118848,805,NA,NA,NA
large,7.45202899676265,804,NA,NA,NA
large,7.453238756484737,805,NA,NA,NA
large,7.453437067726419,806,NA,NA,NA
large,7.4590314177869725,807,NA,NA,NA
large,7.46212545566846,806,NA,NA,NA
large,7.46336524359183,807,NA,NA,NA
large,7.47260881166198,808,NA,NA,NA
large,7.475388284817163,809,NA,NA,NA
large,7.483531993425495,810,NA,NA,NA
large,7.48398289306721,811,NA,NA,NA
large,7.488096234791562,810,NA,NA,NA
large,7.48889257739774,809,NA,NA,NA
large,7.496800925100754,810,NA,NA,NA
large,7.497383296080346,811,NA,NA,NA
large,7.498992748907414,810,NA,NA,NA
large,7.506994332716683,811,NA,NA,NA
large,7.509553824326676,810,NA,NA,NA
large,7.514579077487354,811,NA,NA,NA
large,7.516737882164368,810,NA,NA,NA
large,7.517549056478963,809,NA,NA,NA
large,7.518934421517712,810,NA,NA,NA
large,7.519414131639487,809,NA,NA,NA
large,7.526299689509676,808,NA,NA,NA
large,7.527509083732635,809,NA,NA,NA
large,7.531446826352481,808,NA,NA,NA
large,7.538760413350435,807,NA,NA,NA
large,7.540585854118999,806,NA,NA,NA
large,7.540683512611054,807,NA,NA,NA
large,7.546703842255933,806,NA,NA,NA
large,7.548658916686584,807,NA,NA,NA
large,7.550012341206444,806,NA,NA,NA
large,7.556802186087526,807,NA,NA,NA
large,7.55768456483899,808,NA,NA,NA
large,7.55776769393581,809,NA,NA,NA
large,7.564726945139979,810,NA,NA,NA
large,7.565231214695011,811,NA,NA,NA
large,7.567300765317248,812,NA,NA,NA
large,7.569880798937549,813,NA,NA,NA
large,7.571575283455768,814,NA,NA,NA
large,7.573950042517781,815,NA,NA,NA
large,7.582948606576985,814,NA,NA,NA
large,7.5874305016534995,813,NA,NA,NA
large,7.591571131538824,814,NA,NA,NA
large,7.597127235206795,813,NA,NA,NA
large,7.59985089727151,814,NA,NA,NA
large,7.610621058509691,815,NA,NA,NA
large,7.615804772869372,814,NA,NA,NA
large,7.61889428957455,813,NA,NA,NA
large,7.623335220707675,812,NA,NA,NA
large,7.623670785129623,813,NA,NA,NA
large,7.631165979483004,814,NA,NA,NA
large,7.631284172968064,815,NA,NA,NA
large,7.6322806598085,814,NA,NA,NA
large,7.6351160059720655,815,NA,NA,NA
large,7.640439647812768,816,NA,NA,NA
large,7.641598475719842,815,NA,NA,NA
large,7.646021897417119,814,NA,NA,NA
large,7.657371760137704,813,NA,NA,NA
large,7.661428138220667,812,NA,NA,NA
large,7.662706356832269,811,NA,NA,NA
large,7.664165574072279,812,NA,NA,NA
large,7.66896320863254,813,NA,NA,NA
large,7.670678790462464,814,NA,NA,NA
large,7.675669483289453,813,NA,NA,NA
large,7.675719770818872,812,NA,NA,NA
large,7.683528469841223,811,NA,NA,NA
large,7.687231549433012,810,NA,NA,NA
large,7.688443012246012,811,NA,NA,NA
large,7.696644655541887,810,NA,NA,NA
large,7.697113774836694,809,NA,NA,NA
large,7.702595279038606,810,NA,NA,NA
large,7.704347692126242,809,NA,NA,NA
large,7.7059337127937635,808,NA,NA,NA
large,7.715484356842287,807,NA,NA,NA
large,7.719838933400824,808,NA,NA,NA
large,7.720845674685475,807,NA,NA,NA
large,7.723533092154131,806,NA,NA,NA
large,7.725726730164154,805,NA,NA,NA
large,7.731013083805539,804,NA,NA,NA
large,7.731835305496577,803,NA,NA,NA
large,7.740172544921301,804,NA,NA,NA
large,7.7497572551822165,803,NA,NA,NA
large,7.754808702440352,802,NA,NA,NA
large,7.75594066495362,801,NA,NA,NA
large,7.756256236462378,800,NA,NA,NA
large,7.760739653319081,801,NA,NA,NA
large,7.76145172621656,802,NA,NA,NA
large,7.762944937725387,801,NA,NA,NA
large,7.765483594271559,802,NA,NA,NA
large,7.765999683768534,801,NA,NA,NA
large,7.76934075304104,800,NA,NA,NA
large,7.769616858673696,801,NA,NA,NA
large,7.77114036605954,802,NA,NA,NA
large,7.771205126640305,803,NA,NA,NA
large,7.778331331251354,804,NA,NA,NA
large,7.7794470368796835,805,NA,NA,NA
large,7.780863333190999,804,NA,NA,NA
large,7.786806002803269,803,NA,NA,NA
large,7.787689597904151,804,NA,NA,NA
large,7.797792995416801,803,NA,NA,NA
large,7.800869420726097,804,NA,NA,NA
large,7.802064892067891,803,NA,NA,NA
large,7.803792795183011,802,NA,NA,NA
large,7.809056741597725,801,NA,NA,NA
large,7.809405291031691,800,NA,NA,NA
large,7.818695658598654,801,NA,NA,NA
large,7.818780857477474,802,NA,NA,NA
large,7.829018713510657,803,NA,NA,NA
large,7.829697969493708,804,NA,NA,NA
large,7.831786517163557,805,NA,NA,NA
large,7.832256431716288,806,NA,NA,NA
large,7.836098753861782,805,NA,NA,NA
large,7.8376674178882,804,NA,NA,NA
large,7.838746573665793,805,NA,NA,NA
large,7.842220232623619,804,NA,NA,NA
large,7.843064093452848,803,NA,NA,NA
large,7.843167144141916,804,NA,NA,NA
large,7.85235181669322,803,NA,NA,NA
large,7.857247133918492,802,NA,NA,NA
large,7.85817618168733,803,NA,NA,NA
large,7.864951857142749,804,NA,NA,NA
large,7.867908037984165,805,NA,NA,NA
large,7.869801849233042,804,NA,NA,NA
large,7.87085953166805,805,NA,NA,NA
large,7.87362591099133,806,NA,NA,NA
large,7.875686728712196,805,NA,NA,NA
large,7.876432770072499,804,NA,NA,NA
large,7.8765766519262685,805,NA,NA,NA
large,7.877709695761626,804,NA,NA,NA
large,7.8778475904704885,805,NA,NA,NA
large,7.879343097699129,806,NA,NA,NA
large,7.881350836178732,807,NA,NA,NA
large,7.8835833893837135,808,NA,NA,NA
large,7.8874851096221725,809,NA,NA,NA
large,7.894520330396205,808,NA,NA,NA
large,7.897225780137652,807,NA,NA,NA
large,7.901086015224613,806,NA,NA,NA
large,7.903552014016089,805,NA,NA,NA
large,7.907024086307147,804,NA,NA,NA
large,7.909840946004918,803,NA,NA,NA
large,7.912243856567702,804,NA,NA,NA
large,7.915441971585774,803,NA,NA,NA
large,7.915814868449362,804,NA,NA,NA
large,7.91780190233446,803,NA,NA,NA
large,7.923381362604758,802,NA,NA,NA
large,7.92913168047276,803,NA,NA,NA
large,7.933881329780442,802,NA,NA,NA
large,7.93495925612514,801,NA,NA,NA
large,7.939273105401862,802,NA,NA,NA
large,7.945961786678725,801,NA,NA,NA
large,7.94762637717528,800,NA,NA,NA
large,7.950164989700826,801,NA,NA,NA
large,7.950514555359225,802,NA,NA,NA
large,7.951396426028603,801,NA,NA,NA
large,7.95844417952418,802,NA,NA,NA
large,7.959056703002313,803,NA,NA,NA
large,7.9662304900517125,804,NA,NA,NA
large,7.969996402572429,803,NA,NA,NA
large,7.9743722159002015,802,NA,NA,NA
large,7.9754520170074175,801,NA,NA,NA
large,7.979317075290745,800,NA,NA,NA
large,7.981466808701369,799,NA,NA,NA
large,7.981490380216315,798,NA,NA,NA
large,7.983011913302123,797,NA,NA,NA
large,7.986348230626861,796,NA,NA,NA
large,7.987966381785777,795,NA,NA,NA
large,7.994134276940853,796,NA,NA,NA
large,7.995595463729682,795,NA,NA,NA
large,8.001598125133347,796,NA,NA,NA
large,8.002367197610788,795,NA,NA,NA
large,8.009576011184578,796,NA,NA,NA
large,8.010436690478581,795,NA,NA,NA
large,8.010617259351681,796,NA,NA,NA
large,8.01251231575675,797,NA,NA,NA
large,8.01518379309188,796,NA,NA,NA
large,8.018831933527528,795,NA,NA,NA
large,8.021247911323005,796,NA,NA,NA
large,8.023090079466593,795,NA,NA,NA
large,8.029101349701142,796,NA,NA,NA
large,8.032700398060852,797,NA,NA,NA
large,8.037135830818178,798,NA,NA,NA
large,8.03879406516212,797,NA,NA,NA
large,8.04545431047328,798,NA,NA,NA
large,8.05207131727967,799,NA,NA,NA
large,8.054406703277998,800,NA,NA,NA
large,8.055113943546818,799,NA,NA,NA
large,8.062803866810102,798,NA,NA,NA
large,8.064061069825552,797,NA,NA,NA
large,8.067177647693754,796,NA,NA,NA
large,8.067323688480686,795,NA,NA,NA
large,8.068316966501724,796,NA,NA,NA
large,8.068743288632717,797,NA,NA,NA
large,8.069368182192003,798,NA,NA,NA
large,8.069379803224962,797,NA,NA,NA
large,8.070301039525438,798,NA,NA,NA
large,8.073341004672086,799,NA,NA,NA
large,8.080037991889936,800,NA,NA,NA
large,8.080554919811755,801,NA,NA,NA
large,8.08242612828613,802,NA,NA,NA
large,8.084929821259308,803,NA,NA,NA
large,8.085327508038315,804,NA,NA,NA
large,8.088216982382495,803,NA,NA,NA
large,8.091513021832819,804,NA,NA,NA
large,8.093117523539636,805,NA,NA,NA
large,8.093654263010464,804,NA,NA,NA
large,8.096844206169399,803,NA,NA,NA
large,8.105837006186755,804,NA,NA,NA
large,8.107085046467072,803,NA,NA,NA
large,8.10862132363978,802,NA,NA,NA
large,8.109210486375307,801,NA,NA,NA
large,8.117876854390495,802,NA,NA,NA
large,8.118002868771901,803,NA,NA,NA
large,8.12440821895366,802,NA,NA,NA
large,8.131278613470052,803,NA,NA,NA
large,8.134420757218825,804,NA,NA,NA
large,8.135681241040105,803,NA,NA,NA
large,8.137561620881591,804,NA,NA,NA
large,8.139991243542596,805,NA,NA,NA
large,8.140727841328605,804,NA,NA,NA
large,8.141396276286342,805,NA,NA,NA
large,8.144368843146353,804,NA,NA,NA
large,8.148604686659912,805,NA,NA,NA
large,8.152155229544269,804,NA,NA,NA
large,8.160764903010438,805,NA,NA,NA
large,8.161061428280412,804,NA,NA,NA
large,8.161174923579031,805,NA,NA,NA
large,8.163555364406076,806,NA,NA,NA
large,8.165542587750986,805,NA,NA,NA
large,8.166167936157715,806,NA,NA,NA
large,8.175302946260517,805,NA,NA,NA
large,8.175389236169591,804,NA,NA,NA
large,8.185593260046607,803,NA,NA,NA
large,8.18700593261897,802,NA,NA,NA
large,8.18710007865375,801,NA,NA,NA
large,8.187379690974526,800,NA,NA,NA
large,8.194128700859176,801,NA,NA,NA
large,8.194480663073618,800,NA,NA,NA
large,8.19785740279884,801,NA,NA,NA
large,8.200864989072322,800,NA,NA,NA
large,8.207188280526523,801,NA,NA,NA
large,8.208037892203054,800,NA,NA,NA
large,8.213714114527628,801,NA,NA,NA
large,8.217596656675271,802,NA,NA,NA
large,8.220279133588678,803,NA,NA,NA
large,8.2221735455783,802,NA,NA,NA
large,8.222231144607742,801,NA,NA,NA
large,8.2239661537158,800,NA,NA,NA
large,8.225254358550727,801,NA,NA,NA
large,8.22647438096369,802,NA,NA,NA
large,8.228416146383928,801,NA,NA,NA
large,8.23221351971607,800,NA,NA,NA
large,8.237395418474556,801,NA,NA,NA
large,8.239161515335244,802,NA,NA,NA
large,8.243460654266446,801,NA,NA,NA
large,8.243604605134067,800,NA,NA,NA
large,8.24795971275734,801,NA,NA,NA
large,8.249585861732184,802,NA,NA,NA
large,8.250289388467165,801,NA,NA,NA
large,8.252594078758952,800,NA,NA,NA
large,8.252676353812088,799,NA,NA,NA
large,8.257553727910043,798,NA,NA,NA
large,8.258185693017142,797,NA,NA,NA
large,8.259907188246311,796,NA,NA,NA
large,8.267192873930831,795,NA,NA,NA
large,8.268300113933282,796,NA,NA,NA
large,8.273099508492548,797,NA,NA,NA
large,8.279578398816575,796,NA,NA,NA
large,8.281617045800255,795,NA,NA,NA
large,8.298510357921465,794,NA,NA,NA
large,8.300369080682781,795,NA,NA,NA
large,8.304779267274421,794,NA,NA,NA
large,8.306107127636938,795,NA,NA,NA
large,8.306166820071466,794,NA,NA,NA
large,8.310540091835543,793,NA,NA,NA
large,8.310928300523276,794,NA,NA,NA
large,8.312023100320758,793,NA,NA,NA
large,8.32098871091599,794,NA,NA,NA
large,8.32185068891938,795,NA,NA,NA
large,8.325888136833386,796,NA,NA,NA
large,8.32620807152562,795,NA,NA,NA
large,8.326429402161388,794,NA,NA,NA
large,8.327843029530017,795,NA,NA,NA
large,8.331509977498268,794,NA,NA,NA
large,8.334296638530038,793,NA,NA,NA
large,8.34234104467913,792,NA,NA,NA
large,8.342683817970586,793,NA,NA,NA
large,8.342830569800856,792,NA,NA,NA
large,8.342856597391766,793,NA,NA,NA
large,8.346220334618433,792,NA,NA,NA
large,8.347569725068263,793,NA,NA,NA
large,8.35710665532982,792,NA,NA,NA
large,8.359657936356484,791,NA,NA,NA
large,8.372210579882656,790,NA,NA,NA
large,8.374274839620437,791,NA,NA,NA
large,8.37869940218408,792,NA,NA,NA
large,8.384072192002245,793,NA,NA,NA
large,8.385728916289763,794,NA,NA,NA
large,8.387399747234795,795,NA,NA,NA
large,8.391032454416836,796,NA,NA,NA
large,8.391255842040422,795,NA,NA,NA
large,8.393405666441732,794,NA,NA,NA
large,8.394555547226194,793,NA,NA,NA
large,8.397389790216852,792,NA,NA,NA
large,8.397624255930591,791,NA,NA,NA
large,8.401451779575929,790,NA,NA,NA
large,8.40187482087247,789,NA,NA,NA
large,8.40641739697466,788,NA,NA,NA
large,8.40834157758428,787,NA,NA,NA
large,8.409715085009,786,NA,NA,NA
large,8.41168294246834,785,NA,NA,NA
large,8.42727315325779,784,NA,NA,NA
large,8.432029604363029,783,NA,NA,NA
large,8.433013430729478,784,NA,NA,NA
large,8.435828280345893,785,NA,NA,NA
large,8.43756765943991,784,NA,NA,NA
large,8.441255583555337,783,NA,NA,NA
large,8.447360420353986,784,NA,NA,NA
large,8.447888338997986,783,NA,NA,NA
large,8.448145485970025,784,NA,NA,NA
large,8.450698767552055,785,NA,NA,NA
large,8.455875985396615,786,NA,NA,NA
large,8.456150781187574,787,NA,NA,NA
large,8.458220150537143,786,NA,NA,NA
large,8.4593526909516,785,NA,NA,NA
large,8.46081949762284,786,NA,NA,NA
large,8.465167607039353,787,NA,NA,NA
large,8.468596799564228,786,NA,NA,NA
large,8.469655590576803,785,NA,NA,NA
large,8.474182832874034,784,NA,NA,NA
large,8.47500780410787,785,NA,NA,NA
large,8.47514015245142,786,NA,NA,NA
large,8.482302568356245,785,NA,NA,NA
large,8.482642876854113,786,NA,NA,NA
large,8.483409189367025,785,NA,NA,NA
large,8.486271748630294,786,NA,NA,NA
large,8.487658614661168,785,NA,NA,NA
large,8.488776227641345,786,NA,NA,NA
large,8.493613633125323,785,NA,NA,NA
large,8.49414733663124,786,NA,NA,NA
large,8.496234037170796,787,NA,NA,NA
large,8.496452645366368,788,NA,NA,NA
large,8.498961175631592,787,NA,NA,NA
large,8.502033350563972,786,NA,NA,NA
large,8.510957394644837,787,NA,NA,NA
large,8.511328492604273,786,NA,NA,NA
large,8.511546302360639,787,NA,NA,NA
large,8.513389754124704,788,NA,NA,NA
large,8.513793754567487,787,NA,NA,NA
large,8.521754906233275,788,NA,NA,NA
large,8.522200919110661,787,NA,NA,NA
large,8.525527458793793,788,NA,NA,NA
large,8.526873321735206,789,NA,NA,NA
large,8.529842068570323,788,NA,NA,NA
large,8.534457403051992,789,NA,NA,NA
large,8.535138235114761,788,NA,NA,NA
large,8.538019544678425,787,NA,NA,NA
large,8.53956379669073,788,NA,NA,NA
large,8.540568320231175,789,NA,NA,NA
large,8.544563366354588,788,NA,NA,NA
large,8.545797127994902,787,NA,NA,NA
large,8.556093678333218,788,NA,NA,NA
large,8.56141976568142,789,NA,NA,NA
large,8.561628716094361,788,NA,NA,NA
large,8.56189086841561,789,NA,NA,NA
large,8.5714315851158709,788,NA,NA,NA
large,8.571458083728226,789,NA,NA,NA
large,8.578635058915863,788,NA,NA,NA
large,8.578635095392109,787,NA,NA,NA
large,8.58249051157249,788,NA,NA,NA
large,8.582914742845,789,NA,NA,NA
large,8.587613240928116,788,NA,NA,NA
large,8.590116352976635,789,NA,NA,NA
large,8.595040085075189,788,NA,NA,NA
large,8.598477062249456,787,NA,NA,NA
large,8.607179591137308,788,NA,NA,NA
large,8.607286262017348,787,NA,NA,NA
large,8.609621057006855,788,NA,NA,NA
large,8.611540059266055,789,NA,NA,NA
large,8.613637578920239,790,NA,NA,NA
large,8.617030307303256,791,NA,NA,NA
large,8.62368629376424,790,NA,NA,NA
large,8.627201857703279,789,NA,NA,NA
large,8.629714617497102,788,NA,NA,NA
large,8.630822639430818,789,NA,NA,NA
large,8.631041547992922,790,NA,NA,NA
large,8.6336779863791,789,NA,NA,NA
large,8.648214951429425,788,NA,NA,NA
large,8.64997057236053,789,NA,NA,NA
large,8.651425588391072,790,NA,NA,NA
large,8.653401662900777,789,NA,NA,NA
large,8.65345524219904,790,NA,NA,NA
large,8.65615158499855,789,NA,NA,NA
large,8.667906274939801,788,NA,NA,NA
large,8.669368865324447,787,NA,NA,NA
large,8.669959516391687,786,NA,NA,NA
large,8.672246326097149,785,NA,NA,NA
large,8.677479120870832,786,NA,NA,NA
large,8.680659508276612,785,NA,NA,NA
large,8.681437921697729,784,NA,NA,NA
large,8.682281621029892,785,NA,NA,NA
large,8.686830171009923,786,NA,NA,NA
large,8.69286230167575,787,NA,NA,NA
large,8.70094287087304,786,NA,NA,NA
large,8.711339243880003,785,NA,NA,NA
large,8.716425113574799,784,NA,NA,NA
large,8.716904393123198,783,NA,NA,NA
large,8.71877086536726,782,NA,NA,NA
large,8.719674913823107,783,NA,NA,NA
large,8.72123873789432,782,NA,NA,NA
large,8.724823023750744,781,NA,NA,NA
large,8.729150173082772,782,NA,NA,NA
large,8.73237978302486,781,NA,NA,NA
large,8.732826937492336,780,NA,NA,NA
large,8.73302670094041,779,NA,NA,NA
large,8.733547384255067,780,NA,NA,NA
large,8.73962463113059,781,NA,NA,NA
large,8.740044442308909,780,NA,NA,NA
large,8.745185453496607,779,NA,NA,NA
large,8.745517252118159,778,NA,NA,NA
large,8.747900591450986,777,NA,NA,NA
large,8.7484322265543,778,NA,NA,NA
large,8.748778017108458,777,NA,NA,NA
large,8.752150718894042,776,NA,NA,NA
large,8.755575299095058,775,NA,NA,NA
large,8.757460625595806,776,NA,NA,NA
large,8.763982325775002,777,NA,NA,NA
large,8.770581647060128,778,NA,NA,NA
large,8.771806407241804,779,NA,NA,NA
large,8.77237806144243,778,NA,NA,NA
large,8.774178354613937,777,NA,NA,NA
large,8.775986474086624,776,NA,NA,NA
large,8.77649276000539,777,NA,NA,NA
large,8.779723275412096,776,NA,NA,NA
large,8.782551226452593,777,NA,NA,NA
large,8.7832655837676,778,NA,NA,NA
large,8.783509583376974,777,NA,NA,NA
large,8.790049972612264,776,NA,NA,NA
large,8.791442186546872,777,NA,NA,NA
large,8.800174109775087,776,NA,NA,NA
large,8.800362634128001,775,NA,NA,NA
large,8.801478449083515,776,NA,NA,NA
large,8.807255831202406,777,NA,NA,NA
large,8.80802849217149,776,NA,NA,NA
large,8.811483261901516,775,NA,NA,NA
large,8.812755810124873,774,NA,NA,NA
large,8.813807279466312,775,NA,NA,NA
large,8.814219869524555,776,NA,NA,NA
large,8.815011893103334,777,NA,NA,NA
large,8.820556017424913,776,NA,NA,NA
large,8.820744719201555,775,NA,NA,NA
large,8.821781905638066,774,NA,NA,NA
large,8.823496432221017,775,NA,NA,NA
large,8.830148890999002,776,NA,NA,NA
large,8.831342771907666,775,NA,NA,NA
large,8.837487103837443,774,NA,NA,NA
large,8.843347737185983,773,NA,NA,NA
large,8.84346205320444,772,NA,NA,NA
large,8.853776859871063,771,NA,NA,NA
large,8.85390364838594,770,NA,NA,NA
large,8.857453421054643,769,NA,NA,NA
large,8.857633029641422,768,NA,NA,NA
large,8.86450000525667,767,NA,NA,NA
large,8.864672445362828,768,NA,NA,NA
large,8.865708837277772,769,NA,NA,NA
large,8.86692648511072,768,NA,NA,NA
large,8.867951176628969,769,NA,NA,NA
large,8.868528516865416,770,NA,NA,NA
large,8.869473034254487,771,NA,NA,NA
large,8.875783560259562,772,NA,NA,NA
large,8.878042860779706,773,NA,NA,NA
large,8.880568344487443,772,NA,NA,NA
large,8.888565752880098,771,NA,NA,NA
large,8.889323822260266,770,NA,NA,NA
large,8.890705175042802,769,NA,NA,NA
large,8.895238205932005,770,NA,NA,NA
large,8.897095350300816,769,NA,NA,NA
large,8.897967200417098,770,NA,NA,NA
large,8.898052405082971,771,NA,NA,NA
large,8.89929079801947,772,NA,NA,NA
large,8.900459840826416,773,NA,NA,NA
large,8.901355186651868,772,NA,NA,NA
large,8.906193454633264,771,NA,NA,NA
large,8.907130925412623,770,NA,NA,NA
large,8.908355511117644,771,NA,NA,NA
large,8.908578962871706,772,NA,NA,NA
large,8.909025153085036,771,NA,NA,NA
large,8.90951834399985,772,NA,NA,NA
large,8.915102662229147,771,NA,NA,NA
large,8.915611874945235,772,NA,NA,NA
large,8.91873754960442,771,NA,NA,NA
large,8.91966198050138,772,NA,NA,NA
large,8.9198764333918,773,NA,NA,NA
large,8.922664050439868,772,NA,NA,NA
large,8.924511901613602,771,NA,NA,NA
large,8.928707932418142,770,NA,NA,NA
large,8.930455990871506,769,NA,NA,NA
large,8.93113951805995,770,NA,NA,NA
large,8.947134095188453,769,NA,NA,NA
large,8.947901508441943,770,NA,NA,NA
large,8.948551092749897,771,NA,NA,NA
large,8.953758312202718,772,NA,NA,NA
large,8.954128006972432,771,NA,NA,NA
large,8.957915009772732,772,NA,NA,NA
large,8.959549081907557,771,NA,NA,NA
large,8.960005523279936,772,NA,NA,NA
large,8.96063814622276,773,NA,NA,NA
large,8.960781033651843,772,NA,NA,NA
large,8.965029316257244,771,NA,NA,NA
large,8.965147243614055,770,NA,NA,NA
large,8.965761551727532,771,NA,NA,NA
large,8.96986197149945,772,NA,NA,NA
large,8.973843234841752,773,NA,NA,NA
large,8.97518850954099,774,NA,NA,NA
large,8.975759685045997,773,NA,NA,NA
large,8.976214109239642,772,NA,NA,NA
large,8.980351431266945,773,NA,NA,NA
large,8.98494609032444,772,NA,NA,NA
large,8.988194168605657,771,NA,NA,NA
large,8.988471376681304,770,NA,NA,NA
large,8.98966681738845,769,NA,NA,NA
large,8.99548711876661,770,NA,NA,NA
large,8.99987806335391,771,NA,NA,NA
large,9.001299667192221,772,NA,NA,NA
large,9.004466006925188,771,NA,NA,NA
large,9.008936318093145,770,NA,NA,NA
large,9.009920198579017,771,NA,NA,NA
large,9.017881501792292,770,NA,NA,NA
large,9.021142579979879,769,NA,NA,NA
large,9.024025372488428,770,NA,NA,NA
large,9.025885797710336,771,NA,NA,NA
large,9.03095097837392,770,NA,NA,NA
large,9.031984013581573,769,NA,NA,NA
large,9.036743278105334,770,NA,NA,NA
large,9.037164662588292,769,NA,NA,NA
large,9.040060524232766,770,NA,NA,NA
large,9.041159812106766,771,NA,NA,NA
large,9.04257558635806,770,NA,NA,NA
large,9.0485804564926,769,NA,NA,NA
large,9.051109836152595,770,NA,NA,NA
large,9.051634469203321,771,NA,NA,NA
large,9.052085780088623,772,NA,NA,NA
large,9.05261969992242,773,NA,NA,NA
large,9.052906321330125,774,NA,NA,NA
large,9.05521534651677,775,NA,NA,NA
large,9.058485503741068,774,NA,NA,NA
large,9.059025280326594,775,NA,NA,NA
large,9.061226989585682,776,NA,NA,NA
large,9.065744070333817,775,NA,NA,NA
large,9.06940362303701,776,NA,NA,NA
large,9.074569418462861,777,NA,NA,NA
large,9.077704246041762,778,NA,NA,NA
large,9.08255875634143,777,NA,NA,NA
large,9.08737211374682,776,NA,NA,NA
large,9.08841086190113,777,NA,NA,NA
large,9.094647537219506,778,NA,NA,NA
large,9.095416780645635,777,NA,NA,NA
large,9.096001503530944,778,NA,NA,NA
large,9.105179849568497,779,NA,NA,NA
large,9.110026943109215,780,NA,NA,NA
large,9.115543075744649,779,NA,NA,NA
large,9.119884989559372,780,NA,NA,NA
large,9.123017535903681,781,NA,NA,NA
large,9.124807170506072,780,NA,NA,NA
large,9.126582303208913,779,NA,NA,NA
large,9.12835345742378,778,NA,NA,NA
large,9.128915809969278,779,NA,NA,NA
large,9.13038012313534,778,NA,NA,NA
large,9.132446571130325,779,NA,NA,NA
large,9.132477698897626,778,NA,NA,NA
large,9.140463692591853,777,NA,NA,NA
large,9.140664437833793,776,NA,NA,NA
large,9.142681692379348,775,NA,NA,NA
large,9.14347855941142,776,NA,NA,NA
large,9.143750876836974,775,NA,NA,NA
large,9.15564289165175,774,NA,NA,NA
large,9.160709307195264,775,NA,NA,NA
large,9.161035021186162,774,NA,NA,NA
large,9.161664640971862,775,NA,NA,NA
large,9.161679454865126,776,NA,NA,NA
large,9.163076109450694,777,NA,NA,NA
large,9.166156961211197,778,NA,NA,NA
large,9.167031354716283,779,NA,NA,NA
large,9.168140463845162,778,NA,NA,NA
large,9.168409025525392,779,NA,NA,NA
large,9.168548047020945,780,NA,NA,NA
large,9.175473122174024,779,NA,NA,NA
large,9.182927602041174,780,NA,NA,NA
large,9.186837219888261,779,NA,NA,NA
large,9.188170665628554,780,NA,NA,NA
large,9.192246527824507,781,NA,NA,NA
large,9.192873786304277,782,NA,NA,NA
large,9.193345218347766,783,NA,NA,NA
large,9.196263056528863,782,NA,NA,NA
large,9.197825866442946,783,NA,NA,NA
large,9.199187183092302,784,NA,NA,NA
large,9.200669820206882,785,NA,NA,NA
large,9.202137616881664,784,NA,NA,NA
large,9.209810455402458,785,NA,NA,NA
large,9.21230628904411,786,NA,NA,NA
large,9.213852279326213,785,NA,NA,NA
large,9.216937606253596,784,NA,NA,NA
large,9.21782606060071,783,NA,NA,NA
large,9.218913639788465,784,NA,NA,NA
large,9.219519001126754,783,NA,NA,NA
large,9.219887702357239,784,NA,NA,NA
large,9.222916792025892,785,NA,NA,NA
large,9.225857942389334,784,NA,NA,NA
large,9.228889193354354,783,NA,NA,NA
large,9.230459341883996,784,NA,NA,NA
large,9.230804551009413,783,NA,NA,NA
large,9.236492397903836,784,NA,NA,NA
large,9.23877456638136,783,NA,NA,NA
large,9.243152277763246,782,NA,NA,NA
large,9.244943256132299,783,NA,NA,NA
large,9.246609044112189,784,NA,NA,NA
large,9.247650358437447,785,NA,NA,NA
large,9.249042979731714,786,NA,NA,NA
large,9.249583461610408,785,NA,NA,NA
large,9.254587887888624,784,NA,NA,NA
large,9.25486833110391,785,NA,NA,NA
large,9.254998869561478,784,NA,NA,NA
large,9.257628331084618,785,NA,NA,NA
large,9.25778052186633,786,NA,NA,NA
large,9.259108856377297,785,NA,NA,NA
large,9.262878797474556,786,NA,NA,NA
large,9.265345705240689,785,NA,NA,NA
large,9.26742326706279,784,NA,NA,NA
large,9.270303281637633,785,NA,NA,NA
large,9.27140931809453,786,NA,NA,NA
large,9.275786264091842,785,NA,NA,NA
large,9.279280662532704,784,NA,NA,NA
large,9.27994618773365,783,NA,NA,NA
large,9.280262559573336,784,NA,NA,NA
large,9.290109165074599,783,NA,NA,NA
large,9.290370148689698,782,NA,NA,NA
large,9.290683506259453,781,NA,NA,NA
large,9.2943091060543,780,NA,NA,NA
large,9.295370316654271,781,NA,NA,NA
large,9.296603302608904,780,NA,NA,NA
large,9.296929452039043,781,NA,NA,NA
large,9.304486321096928,782,NA,NA,NA
large,9.306504671947803,781,NA,NA,NA
large,9.307376973622151,782,NA,NA,NA
large,9.307534103006946,781,NA,NA,NA
large,9.309278068291146,782,NA,NA,NA
large,9.310508449215721,783,NA,NA,NA
large,9.31212812814403,782,NA,NA,NA
large,9.312834497601042,781,NA,NA,NA
large,9.316289196011317,782,NA,NA,NA
large,9.326149593548424,781,NA,NA,NA
large,9.327751303349505,782,NA,NA,NA
large,9.333308921961539,783,NA,NA,NA
